category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology
2223	GO:0016788	0.4775210328505	0.717400124861212	4	92	hydrolase activity, acting on ester bonds	MF
2182	GO:0016705	0.478147077583329	0.744976163474031	3	53	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	MF
1748	GO:0009089	0.478762130456457	0.785539016681358	2	45	lysine biosynthetic process via diaminopimelate	BP
81	GO:0000502	0.479629811665527	0.742750010258305	3	64	proteasome complex	CC
696	GO:0004674	0.480739888720435	0.62102416307725	16	416	protein serine/threonine kinase activity	MF
1114	GO:0006352	0.481534200255437	0.864160431650635	1	23	DNA-templated transcription, initiation	BP
1893	GO:0010498	0.48710204750605	0.735998223666566	3	69	proteasomal protein catabolic process	BP
190	GO:0003858	0.487262672430887	0.734888338388831	3	89	3-hydroxybutyrate dehydrogenase activity	MF
458	GO:0004314	0.490119790551848	0.864268870486954	1	11	[acyl-carrier-protein] S-malonyltransferase activity	MF
2177	GO:0016671	0.490308423063114	0.860752439027433	1	16	oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor	MF
2045	GO:0016152	0.491738136647425	0.861558176269452	1	13	mercury (II) reductase activity	MF
3165	GO:0050787	0.491738136647425	0.861558176269452	1	13	detoxification of mercury ion	BP
1119	GO:0006364	0.492178577026881	0.773795264866723	2	56	rRNA processing	BP
995	GO:0005887	0.492366298263402	0.775710055479251	2	37	integral component of plasma membrane	CC
2918	GO:0043880	0.492504185329761	0.859832542037372	1	15	crotonyl-CoA reductase activity	MF
1489	GO:0008460	0.496419637619673	0.856777901922747	1	16	dTDP-glucose 4,6-dehydratase activity	MF
1771	GO:0009225	0.496419637619673	0.856777901922747	1	16	nucleotide-sugar metabolic process	BP
2095	GO:0016407	0.496553479303103	0.769822743537964	2	62	acetyltransferase activity	MF
2744	GO:0033014	0.496792293769998	0.856085502776176	1	17	tetrapyrrole biosynthetic process	BP
36	GO:0000156	0.498353936913822	0.856016225434232	1	15	phosphorelay response regulator activity	MF
877	GO:0005247	0.498868509492778	0.854713619508178	1	17	voltage-gated chloride channel activity	MF
453	GO:0004308	0.498905257067826	0.771846456868287	2	30	exo-alpha-sialidase activity	MF
2634	GO:0030253	0.502667241605453	0.765647174969345	2	50	protein secretion by the type I secretion system	BP
2636	GO:0030256	0.502667241605453	0.765647174969345	2	50	type I protein secretion system complex	CC
1372	GO:0008080	0.503446834790674	0.720377983590844	3	98	N-acetyltransferase activity	MF
11	GO:0000049	0.506416303270351	0.849242802007222	1	18	tRNA binding	MF
1099	GO:0006289	0.512859625940963	0.712354354852346	3	87	nucleotide-excision repair	BP
460	GO:0004316	0.515118972476483	0.682586309840055	4	113	3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity	MF
2218	GO:0016779	0.515835505639859	0.755094951323468	2	45	nucleotidyltransferase activity	MF
899	GO:0005388	0.516540187433283	0.848145912614301	1	10	calcium-transporting ATPase activity	MF
272	GO:0003980	0.516921715564111	0.84242548149012	1	17	UDP-glucose:glycoprotein glucosyltransferase activity	MF
1194	GO:0006525	0.51730814629276	0.843818009566702	1	14	arginine metabolic process	BP
1576	GO:0008708	0.517454734072831	0.839587389231261	1	25	NA	NA
1586	GO:0008726	0.517454734072831	0.839587389231261	1	25	alkanesulfonate monooxygenase activity	MF
2359	GO:0018446	0.517454734072831	0.839587389231261	1	25	pinocarveol dehydrogenase activity	MF
2360	GO:0018447	0.517454734072831	0.839587389231261	1	25	chloral hydrate dehydrogenase activity	MF
2361	GO:0018448	0.517454734072831	0.839587389231261	1	25	hydroxymethylmethylsilanediol oxidase activity	MF
2362	GO:0018449	0.517454734072831	0.839587389231261	1	25	1-phenylethanol dehydrogenase activity	MF
2363	GO:0018450	0.517454734072831	0.839587389231261	1	25	myrtenol dehydrogenase activity	MF
2840	GO:0042469	0.517454734072831	0.839587389231261	1	25	versicolorin reductase activity	MF
694	GO:0004672	0.519143899161068	0.56887505104471	22	666	protein kinase activity	MF
856	GO:0005086	0.520794166587581	0.839269294104243	1	18	ARF guanyl-nucleotide exchange factor activity	MF
2726	GO:0032012	0.520794166587581	0.839269294104243	1	18	regulation of ARF protein signal transduction	BP
5	GO:0000030	0.521062413854098	0.838024796108701	1	21	mannosyltransferase activity	MF
2032	GO:0016042	0.523710346042436	0.835334703666233	1	24	lipid catabolic process	BP
1138	GO:0006414	0.524667278040836	0.748045613377401	2	41	translational elongation	BP
1888	GO:0010285	0.525031766508518	0.836691179085062	1	17	L,L-diaminopimelate aminotransferase activity	MF
639	GO:0004600	0.526026261240572	0.743378092107837	2	100	NA	NA
2604	GO:0030051	0.526026261240572	0.743378092107837	2	100	NA	NA
2805	GO:0042027	0.526026261240572	0.743378092107837	2	100	NA	NA
1916	GO:0015093	0.527193305201211	0.833055779375002	1	23	ferrous iron transmembrane transporter activity	MF
1968	GO:0015684	0.527193305201211	0.833055779375002	1	23	ferrous iron transport	BP
2766	GO:0034040	0.527919437491611	0.744690815509008	2	45	lipid-transporting ATPase activity	MF
918	GO:0005525	0.528762247207389	0.606348745693397	9	261	GTP binding	MF
779	GO:0004791	0.529260580638642	0.833198786475193	1	18	thioredoxin-disulfide reductase activity	MF
1937	GO:0015238	0.529544025332302	0.669417893744627	4	102	drug transmembrane transporter activity	MF
46	GO:0000179	0.529598724956936	0.831300027575789	1	23	rRNA (adenine-N6,N6-)-dimethyltransferase activity	MF
2873	GO:0042883	0.530922975992518	0.668989366745517	4	83	cysteine transport	BP
2622	GO:0030163	0.534462938420224	0.693226818806585	3	74	protein catabolic process	BP
2051	GO:0016192	0.535359763531659	0.69278486287232	3	68	vesicle-mediated transport	BP
2521	GO:0019344	0.537486137713408	0.826744851220055	1	19	cysteine biosynthetic process	BP
1453	GO:0008374	0.538230463839254	0.826190018692856	1	19	O-acyltransferase activity	MF
1604	GO:0008766	0.540120889221379	0.625219879638852	6	126	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity	MF
2348	GO:0018169	0.540120889221379	0.625219879638852	6	126	ribosomal S6-glutamic acid ligase activity	MF
477	GO:0004339	0.54511681028793	0.826599657561789	1	11	glucan 1,4-alpha-glucosidase activity	MF
2963	GO:0045703	0.546599365382483	0.817815058922536	1	26	ketoreductase activity	MF
2644	GO:0030301	0.547137801281903	0.823023087574508	1	13	cholesterol transport	BP
2953	GO:0045340	0.549333303077878	0.817772194165551	1	19	mercury ion binding	MF
1169	GO:0006468	0.550530217364248	0.53742730918858	22	668	protein phosphorylation	BP
653	GO:0004619	0.557467070768146	0.808890975392284	1	28	phosphoglycerate mutase activity	MF
145	GO:0003700	0.557742372248568	0.56467667584314	11	371	sequence-specific DNA binding transcription factor activity	MF
20	GO:0000103	0.558200947614581	0.810097396064271	1	21	sulfate assimilation	BP
928	GO:0005622	0.55889047937566	0.53770508692794	18	583	intracellular	CC
773	GO:0004783	0.559078319032036	0.809401296731895	1	21	sulfite reductase (NADPH) activity	MF
411	GO:0004185	0.559612185082311	0.807823406788203	1	25	serine-type carboxypeptidase activity	MF
133	GO:0002161	0.561992317071631	0.811594576713095	1	13	aminoacyl-tRNA editing activity	MF
95	GO:0000902	0.563702528515173	0.80570384326553	1	21	cell morphogenesis	BP
1049	GO:0006094	0.564951837178813	0.807653684881321	1	15	gluconeogenesis	BP
547	GO:0004435	0.5658143958561	0.80436807616584	1	20	phosphatidylinositol phospholipase C activity	MF
1882	GO:0010125	0.56746107096517	0.802018843226245	1	23	mycothiol biosynthetic process	BP
438	GO:0004263	0.572705630195509	0.796918678637422	1	26	NA	NA
2014	GO:0015969	0.575989808336863	0.794979727928551	1	23	guanosine tetraphosphate metabolic process	BP
320	GO:0004043	0.577086624268731	0.796532283624302	1	17	L-aminoadipate-semialdehyde dehydrogenase activity	MF
1753	GO:0009103	0.577801105087679	0.793462988396679	1	23	lipopolysaccharide biosynthetic process	BP
447	GO:0004295	0.578282665669355	0.697637073365284	2	54	NA	NA
3158	GO:0050660	0.58128264494145	0.547466929052765	10	222	flavin adenine dinucleotide binding	MF
1392	GO:0008158	0.581513967056628	0.794124210380404	1	15	hedgehog receptor activity	MF
3242	GO:0070205	0.581860286835224	0.789470480908925	1	25	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase activity	MF
3194	GO:0051276	0.582106614274496	0.791800193414261	1	18	chromosome organization	BP
2208	GO:0016759	0.584392098583248	0.789383780794453	1	19	cellulose synthase activity	MF
2267	GO:0016881	0.585543247843861	0.579423631309826	6	132	acid-amino acid ligase activity	MF
1820	GO:0009378	0.585668022600373	0.788781331334766	1	18	four-way junction helicase activity	MF
2017	GO:0015979	0.589897973256562	0.686172332134612	2	56	photosynthesis	BP
2136	GO:0016491	0.59016353590171	0.47488921493128	41	1167	oxidoreductase activity	MF
2232	GO:0016810	0.592730238192241	0.779821401600051	1	26	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	MF
2260	GO:0016868	0.593540986729397	0.778647053272897	1	28	intramolecular transferase activity, phosphotransferases	MF
2162	GO:0016628	0.596800654993218	0.681379819137004	2	40	oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor	MF
1141	GO:0006418	0.599315444984466	0.601262027342723	4	82	tRNA aminoacylation for protein translation	BP
796	GO:0004812	0.604018700382002	0.596308211999212	4	83	aminoacyl-tRNA ligase activity	MF
1397	GO:0008171	0.607125018119969	0.766030892661559	1	30	O-methyltransferase activity	MF
1516	GO:0008536	0.612841841856627	0.765316502239923	1	17	Ran GTPase binding	MF
1009	GO:0005975	0.616444280843219	0.495062935129559	13	324	carbohydrate metabolic process	BP
35	GO:0000155	0.618147755817676	0.757610821880999	1	23	phosphorelay sensor kinase activity	MF
2213	GO:0016769	0.620420913728043	0.756226559138322	1	21	transferase activity, transferring nitrogenous groups	MF
679	GO:0004654	0.622611889815675	0.752751681411191	1	25	polyribonucleotide nucleotidyltransferase activity	MF
621	GO:0004576	0.627378920221867	0.748488725809583	1	24	oligosaccharyl transferase activity	MF
989	GO:0005874	0.638765035651739	0.733269635858267	1	49	microtubule	CC
2892	GO:0043169	0.639232906988427	0.736861285209977	1	24	cation binding	MF
270	GO:0003978	0.639438370804521	0.736335494039182	1	25	UDP-glucose 4-epimerase activity	MF
1167	GO:0006464	0.642846394185221	0.532093211568068	5	182	cellular protein modification process	BP
2144	GO:0016567	0.644912133764418	0.468205253841998	12	460	protein ubiquitination	BP
598	GO:0004527	0.647589502502898	0.726387171292172	1	32	exonuclease activity	MF
886	GO:0005315	0.651387418815739	0.72572109317904	1	21	inorganic phosphate transmembrane transporter activity	MF
2193	GO:0016740	0.652159333150189	0.522383879556024	5	150	transferase activity	MF
69	GO:0000287	0.652668114849332	0.520872957057782	5	211	magnesium ion binding	MF
144	GO:0003697	0.654218079848722	0.721966624890489	1	23	single-stranded DNA binding	MF
1965	GO:0015662	0.655700704539171	0.724282125002349	1	16	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism	MF
972	GO:0005794	0.656481466749364	0.718310929579472	1	27	Golgi apparatus	CC
1524	GO:0008565	0.66285861274519	0.560322514210537	3	91	protein transporter activity	MF
1133	GO:0006402	0.666353048361576	0.707815935374736	1	27	mRNA catabolic process	BP
1108	GO:0006333	0.667975636732802	0.60343280216554	2	57	chromatin assembly or disassembly	BP
822	GO:0004840	0.668658761993412	0.702371404226697	1	44	NA	NA
2214	GO:0016772	0.66985733418041	0.704020342141473	1	27	transferase activity, transferring phosphorus-containing groups	MF
1259	GO:0006754	0.672087813416117	0.704309143575308	1	20	ATP biosynthetic process	BP
2874	GO:0042952	0.672695334351729	0.699151587741483	1	35	beta-ketoadipate pathway	BP
3080	GO:0047570	0.672695334351729	0.699151587741483	1	35	3-oxoadipate enol-lactonase activity	MF
2226	GO:0016791	0.673690388652425	0.596275180574031	2	64	phosphatase activity	MF
1172	GO:0006474	0.675886747139945	0.694397402705187	1	44	N-terminal protein amino acid acetylation	BP
1993	GO:0015893	0.675915407120711	0.59378381941778	2	63	drug transport	BP
89	GO:0000785	0.678601712276377	0.591010714279667	2	59	chromatin	CC
2041	GO:0016117	0.688877319470379	0.579933045805543	2	50	carotenoid biosynthetic process	BP
1332	GO:0007049	0.691252256911354	0.678756578472256	1	32	cell cycle	BP
1137	GO:0006413	0.691814859910894	0.677519854490921	1	35	translational initiation	BP
1902	GO:0015036	0.69452156841084	0.573075599737807	2	51	disulfide oxidoreductase activity	MF
741	GO:0004725	0.703511339077338	0.664303546317111	1	32	protein tyrosine phosphatase activity	MF
1283	GO:0006824	0.70375523289774	0.665312724287388	1	27	cobalt ion transport	BP
435	GO:0004252	0.708384491488952	0.477557109591384	4	125	serine-type endopeptidase activity	MF
1950	GO:0015440	0.708851310150431	0.657242287218222	1	35	peptide-transporting ATPase activity	MF
2580	GO:0019885	0.708851310150431	0.657242287218222	1	35	antigen processing and presentation of endogenous peptide antigen via MHC class I	BP
2827	GO:0042287	0.708851310150431	0.657242287218222	1	35	MHC protein binding	MF
2870	GO:0042825	0.708851310150431	0.657242287218222	1	35	TAP complex	CC
3209	GO:0051539	0.709166527346709	0.657048345543488	1	34	4 iron, 4 sulfur cluster binding	MF
33	GO:0000151	0.71259211787305	0.4169113709526	8	323	ubiquitin ligase complex	CC
994	GO:0005886	0.714621283582397	0.652098452640275	1	27	plasma membrane	CC
424	GO:0004221	0.72215620779889	0.641822949409825	1	30	NA	NA
139	GO:0003682	0.722491575771589	0.537334212369668	2	63	chromatin binding	MF
1391	GO:0008152	0.726781592769043	0.328289809297219	44	1304	metabolic process	BP
111	GO:0001522	0.72941697832607	0.628555106327035	1	61	pseudouridine synthesis	BP
1877	GO:0009982	0.729520746592191	0.628484286439313	1	60	pseudouridine synthase activity	MF
2608	GO:0030117	0.729632823078394	0.636260396815955	1	20	membrane coat	CC
1192	GO:0006520	0.737402785690626	0.470926983117644	3	85	cellular amino acid metabolic process	BP
2913	GO:0043755	0.737431921216976	0.619414744100394	1	45	alpha-ribazole phosphatase activity	MF
3208	GO:0051537	0.738976314970077	0.617029125166529	1	48	2 iron, 2 sulfur cluster binding	MF
1456	GO:0008378	0.739790175220963	0.617613524927421	1	36	galactosyltransferase activity	MF
738	GO:0004722	0.74079286952024	0.61545744772584	1	41	protein serine/threonine phosphatase activity	MF
640	GO:0004601	0.746663278127402	0.607838695973106	1	39	peroxidase activity	MF
3102	GO:0048037	0.748029745337247	0.503600885228723	2	69	cofactor binding	MF
3235	GO:0055085	0.748858693626297	0.330707823469965	19	546	transmembrane transport	BP
1599	GO:0008757	0.750094178933667	0.42478787945655	4	176	S-adenosylmethionine-dependent methyltransferase activity	MF
2186	GO:0016709	0.753187500531892	0.60106733609556	1	29	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen	MF
1841	GO:0009451	0.755069258141324	0.593975732914358	1	61	RNA modification	BP
1165	GO:0006457	0.755715074665928	0.352262052383987	10	428	protein folding	BP
823	GO:0004842	0.756605284641784	0.337750320403121	13	533	ubiquitin-protein transferase activity	MF
1917	GO:0015095	0.760963736285712	0.587649642448267	1	41	magnesium ion transmembrane transporter activity	MF
1026	GO:0006012	0.761363669421527	0.588341023255367	1	34	galactose metabolic process	BP
1187	GO:0006512	0.763404519910356	0.482130970606182	2	78	NA	NA
240	GO:0003924	0.769925394154276	0.381007432265885	5	177	GTPase activity	MF
1130	GO:0006397	0.772757111811214	0.422566835438943	3	135	mRNA processing	BP
1263	GO:0006779	0.774729687086944	0.569209137153249	1	33	porphyrin-containing compound biosynthetic process	BP
1560	GO:0008678	0.776999313497741	0.562999469072996	1	52	2-deoxy-D-gluconate 3-dehydrogenase activity	MF
1474	GO:0008422	0.778046974566159	0.56723940856309	1	24	beta-glucosidase activity	MF
1831	GO:0009432	0.782838365965902	0.409789352099699	3	100	SOS response	BP
1280	GO:0006817	0.783445953973438	0.555923255140277	1	34	phosphate ion transport	BP
222	GO:0003900	0.783705447959931	0.552985436914406	1	51	NA	NA
223	GO:0003901	0.783705447959931	0.552985436914406	1	51	NA	NA
224	GO:0003902	0.783705447959931	0.552985436914406	1	51	NA	NA
415	GO:0004190	0.787590866330822	0.549161959341301	1	36	aspartic-type endopeptidase activity	MF
1394	GO:0008168	0.791726501414758	0.328749636330138	7	286	methyltransferase activity	MF
703	GO:0004682	0.801059500882076	0.527608485321676	1	38	NA	NA
709	GO:0004691	0.801059500882076	0.527608485321676	1	38	cAMP-dependent protein kinase activity	MF
2626	GO:0030176	0.805074597698736	0.519435970289535	1	50	integral component of endoplasmic reticulum membrane	CC
920	GO:0005529	0.805234350484623	0.521252460252289	1	36	NA	NA
1002	GO:0005956	0.805852176788561	0.5195022178941	1	40	protein kinase CK2 complex	CC
1536	GO:0008605	0.805852176788561	0.5195022178941	1	40	NA	NA
2233	GO:0016811	0.808422259620427	0.513470785409697	1	55	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides	MF
1390	GO:0008146	0.811684762435042	0.508254359645074	1	53	sulfotransferase activity	MF
1104	GO:0006306	0.813449007916862	0.505408120934394	1	52	DNA methylation	BP
2693	GO:0031072	0.81365367389157	0.364681132709564	3	144	heat shock protein binding	MF
1334	GO:0007062	0.817213471248307	0.40447634924328	2	61	sister chromatid cohesion	BP
2269	GO:0016887	0.817412164057204	0.261458695667148	14	397	ATPase activity	MF
946	GO:0005694	0.819479609420696	0.497536239627038	1	36	chromosome	CC
418	GO:0004197	0.820103555739759	0.314351526213829	5	148	cysteine-type endopeptidase activity	MF
157	GO:0003743	0.822978447959117	0.489647461889615	1	48	translation initiation factor activity	MF
954	GO:0005743	0.823002377102005	0.488333339742064	1	62	mitochondrial inner membrane	CC
2222	GO:0016787	0.823169589626229	0.257000954678326	13	450	hydrolase activity	MF
1970	GO:0015693	0.826260275472532	0.48419884496308	1	46	magnesium ion transport	BP
1475	GO:0008425	0.826308749479716	0.4833333874225	1	53	2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity	MF
1255	GO:0006744	0.83002262424841	0.340979991822318	3	115	ubiquinone biosynthetic process	BP
168	GO:0003824	0.832215005530618	0.209781257056022	45	1335	catalytic activity	MF
606	GO:0004553	0.83363909877721	0.283411240077367	6	169	hydrolase activity, hydrolyzing O-glycosyl compounds	MF
2699	GO:0031177	0.837872534535487	0.32901995753997	3	114	phosphopantetheine binding	MF
2281	GO:0016946	0.839945249941134	0.462674043403882	1	31	NA	NA
1454	GO:0008375	0.841726738855882	0.456364042749251	1	47	acetylglucosaminyltransferase activity	MF
1353	GO:0007264	0.844596488100218	0.448925398057141	1	74	small GTPase mediated signal transduction	BP
158	GO:0003746	0.84600215290858	0.450032902464393	1	37	translation elongation factor activity	MF
2639	GO:0030261	0.848055907026736	0.354036687990262	2	67	chromosome condensation	BP
1061	GO:0006139	0.850428869563623	0.439160967588881	1	56	nucleobase-containing compound metabolic process	BP
1405	GO:0008186	0.852017500427787	0.348132597017957	2	58	RNA-dependent ATPase activity	MF
1955	GO:0015462	0.852017500427787	0.348132597017957	2	58	protein-transmembrane transporting ATPase activity	MF
1960	GO:0015616	0.852017500427787	0.348132597017957	2	58	DNA translocase activity	MF
2324	GO:0017116	0.852017500427787	0.348132597017957	2	58	single-stranded DNA-dependent ATP-dependent DNA helicase activity	MF
2854	GO:0042624	0.852017500427787	0.348132597017957	2	58	ATPase activity, uncoupled	MF
2855	GO:0042625	0.852017500427787	0.348132597017957	2	58	ATPase activity, coupled to transmembrane movement of ions	MF
2853	GO:0042623	0.852770430937459	0.346749573014589	2	59	ATPase activity, coupled	MF
2599	GO:0030001	0.859435115996602	0.42169978071235	1	57	metal ion transport	BP
1250	GO:0006725	0.863692369719402	0.414195907674821	1	48	cellular aromatic compound metabolic process	BP
879	GO:0005249	0.867109508174469	0.407003311053194	1	51	voltage-gated potassium channel activity	MF
914	GO:0005515	0.867131599478126	0.158591920425992	98	3186	protein binding	MF
1186	GO:0006511	0.867630242697653	0.318537355197543	2	101	ubiquitin-dependent protein catabolic process	BP
2323	GO:0017111	0.867724200738514	0.234979604688029	6	158	nucleoside-triphosphatase activity	MF
1412	GO:0008233	0.870939716255839	0.398560362538628	1	58	peptidase activity	MF
990	GO:0005875	0.873935367565331	0.393152627832443	1	50	microtubule associated complex	CC
1829	GO:0009408	0.874654583068528	0.269198498360022	3	154	response to heat	BP
1777	GO:0009236	0.876981771732139	0.301372359673976	2	114	cobalamin biosynthetic process	BP
42	GO:0000166	0.879121252330543	0.184871457700929	13	344	nucleotide binding	MF
1374	GO:0008094	0.880937762578388	0.296215167834851	2	66	DNA-dependent ATPase activity	MF
1271	GO:0006807	0.886590460415917	0.365752614617846	1	55	nitrogen compound metabolic process	BP
2543	GO:0019538	0.891450172430098	0.274540663325561	2	111	protein metabolic process	BP
590	GO:0004518	0.894437906398111	0.347239347025984	1	71	nuclease activity	MF
94	GO:0000810	0.895972755250949	0.267481718583317	2	71	diacylglycerol diphosphate phosphatase activity	MF
776	GO:0004787	0.895972755250949	0.267481718583317	2	71	thiamine-pyrophosphatase activity	MF
1584	GO:0008722	0.895972755250949	0.267481718583317	2	71	NA	NA
1600	GO:0008758	0.895972755250949	0.267481718583317	2	71	UDP-2,3-diacylglucosamine hydrolase activity	MF
1615	GO:0008796	0.895972755250949	0.267481718583317	2	71	bis(5'-nucleosyl)-tetraphosphatase activity	MF
1631	GO:0008828	0.895972755250949	0.267481718583317	2	71	dATP pyrophosphohydrolase activity	MF
2498	GO:0019176	0.895972755250949	0.267481718583317	2	71	dihydroneopterin monophosphate phosphatase activity	MF
2499	GO:0019177	0.895972755250949	0.267481718583317	2	71	dihydroneopterin triphosphate pyrophosphohydrolase activity	MF
2154	GO:0016614	0.901043738958999	0.33353732526054	1	52	oxidoreductase activity, acting on CH-OH group of donors	MF
1323	GO:0007018	0.911619981731263	0.234998844030902	2	107	microtubule-based movement	BP
445	GO:0004289	0.914809415306849	0.300559439544715	1	52	NA	NA
2207	GO:0016758	0.915493392107451	0.29841622090958	1	57	transferase activity, transferring hexosyl groups	MF
1364	GO:0008017	0.922315319565354	0.280892367232572	1	61	microtubule binding	MF
1184	GO:0006508	0.92282777953881	0.114500426575136	20	673	proteolysis	BP
1274	GO:0006810	0.925654126258163	0.111620479290602	19	693	transport	BP
869	GO:0005215	0.927768552371018	0.121126850933183	11	426	transporter activity	MF
1424	GO:0008270	0.928880348271638	0.0987385644605857	32	1133	zinc ion binding	MF
582	GO:0004497	0.930662662809678	0.259431899402825	1	55	monooxygenase activity	MF
3180	GO:0051082	0.932702336864208	0.139229806234063	5	268	unfolded protein binding	MF
293	GO:0004004	0.93281366133342	0.190774073263708	2	85	ATP-dependent RNA helicase activity	MF
136	GO:0003676	0.938112587580087	0.090126800745771	25	925	nucleic acid binding	MF
1278	GO:0006814	0.939509965399069	0.234366231356521	1	65	sodium ion transport	BP
2131	GO:0016462	0.940654397402452	0.173049427305356	2	87	pyrophosphatase activity	MF
1367	GO:0008033	0.945751580682176	0.215353542266125	1	91	tRNA processing	BP
883	GO:0005279	0.951721152791901	0.198299831458557	1	69	NA	NA
1293	GO:0006865	0.956205780105268	0.184280236477552	1	71	amino acid transport	BP
1415	GO:0008236	0.959526192658209	0.172860201905542	1	97	serine-type peptidase activity	MF
1106	GO:0006310	0.962589923207829	0.0911652103895789	4	188	DNA recombination	BP
1277	GO:0006813	0.964190162077452	0.157948914757945	1	80	potassium ion transport	BP
1129	GO:0006396	0.968262426987053	0.143275110406894	1	115	RNA processing	BP
164	GO:0003777	0.968426599391786	0.143349810976737	1	83	microtubule motor activity	MF
2238	GO:0016818	0.970336146371566	0.0989608155909633	2	102	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	MF
292	GO:0004003	0.970971210912225	0.0734618358117882	4	182	ATP-dependent DNA helicase activity	MF
2206	GO:0016757	0.982897479673331	0.0885100921061518	1	93	transferase activity, transferring glycosyl groups	MF
2856	GO:0042626	0.9837956625063	0.0443398337517125	4	201	ATPase activity, coupled to transmembrane movement of substances	MF
137	GO:0003677	0.984063643112815	0.0253728148529246	26	1011	DNA binding	MF
2183	GO:0016706	0.984370864103364	0.0576360837913044	2	201	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors	MF
917	GO:0005524	0.986451668846462	0.018632442805782	69	2288	ATP binding	MF
514	GO:0004386	0.991226405939532	0.0258802711134066	4	212	helicase activity	MF
1097	GO:0006281	0.993513304764326	0.018011286262224	5	301	DNA repair	BP
1366	GO:0008026	0.995279809204781	0.0149074462948722	4	238	ATP-dependent helicase activity	MF
152	GO:0003723	0.997073521752288	0.0072768613153699	8	547	RNA binding	MF
931	GO:0005658	0.999999999921003	0.846863700898433	0	4	alpha DNA polymerase:primase complex	CC
1761	GO:0009156	0.999999999923648	0.909724298333381	0	2	ribonucleoside monophosphate biosynthetic process	BP
1920	GO:0015099	0.999999999928093	0.898368012911544	0	4	nickel cation transmembrane transporter activity	MF
2791	GO:0035444	0.999999999928093	0.898368012911544	0	4	nickel cation transmembrane transport	BP
778	GO:0004789	0.999999999930934	0.931504264701212	0	4	thiamine-phosphate diphosphorylase activity	MF
430	GO:0004243	0.999999999931481	0.936469794202858	0	2	NA	NA
1868	GO:0009847	0.999999999933688	0.855475056594756	0	2	spore germination	BP
1407	GO:0008193	0.999999999933768	0.862290055772991	0	4	tRNA guanylyltransferase activity	MF
673	GO:0004648	0.999999999934309	0.918812224233543	0	4	O-phospho-L-serine:2-oxoglutarate aminotransferase activity	MF
1798	GO:0009317	0.999999999936585	0.818684239493439	0	4	acetyl-CoA carboxylase complex	CC
1564	GO:0008686	0.99999999993664	0.890134171822437	0	4	3,4-dihydroxy-2-butanone-4-phosphate synthase activity	MF
608	GO:0004556	0.999999999936743	0.927195884609227	0	2	alpha-amylase activity	MF
2492	GO:0019148	0.999999999936831	0.94950668686292	0	2	D-cysteine desulfhydrase activity	MF
1525	GO:0008567	0.999999999937931	0.882442784000969	0	4	NA	NA
2814	GO:0042176	0.999999999938338	0.767059577079	0	4	regulation of protein catabolic process	BP
825	GO:0004844	0.999999999938516	0.934921979843776	0	2	uracil DNA N-glycosylase activity	MF
2308	GO:0017065	0.999999999938516	0.934921979843776	0	2	single-strand selective uracil DNA N-glycosylase activity	MF
3029	GO:0046855	0.999999999938594	0.846654725918499	0	4	inositol phosphate dephosphorylation	BP
2959	GO:0045484	0.999999999939501	0.905372948655816	0	2	L-lysine 6-transaminase activity	MF
76	GO:0000412	0.999999999939514	0.891824951915002	0	4	histone peptidyl-prolyl isomerization	BP
919	GO:0005528	0.999999999939514	0.891824951915002	0	4	FK506 binding	MF
2351	GO:0018208	0.999999999939514	0.891824951915002	0	4	peptidyl-proline modification	BP
380	GO:0004141	0.999999999940582	0.938075789215144	0	2	dethiobiotin synthase activity	MF
1645	GO:0008852	0.999999999940716	0.948804861292796	0	2	exodeoxyribonuclease I activity	MF
379	GO:0004140	0.999999999940835	0.87836216248974	0	4	dephospho-CoA kinase activity	MF
394	GO:0004160	0.99999999994166	0.867645075434097	0	2	dihydroxy-acid dehydratase activity	MF
558	GO:0004456	0.99999999994166	0.867645075434097	0	2	phosphogluconate dehydratase activity	MF
1784	GO:0009255	0.99999999994166	0.867645075434097	0	2	Entner-Doudoroff pathway through 6-phosphogluconate	BP
469	GO:0004328	0.999999999941912	0.842096326769243	0	4	formamidase activity	MF
967	GO:0005785	0.99999999994293	0.949607998791736	0	2	signal recognition particle receptor complex	CC
3116	GO:0050032	0.999999999943223	0.940656679143701	0	4	L-rhamnonate dehydratase activity	MF
