Nutrient ID	Orthologus Group	Transcripts	Up in +N	Up in -P	Up in DSW
Am37	OG1_5_1000	Emi374|CAMPEP_0187593614; Emi374|CAMPEP_0187587104; Emi374|CAMPEP_0187599072; Emi374|CAMPEP_0187609848; Emi374|CAMPEP_0187609390; Emi374|CAMPEP_0187609172; Emi374|CAMPEP_0187609954; Emi374|CAMPEP_0187610118; Emi374|CAMPEP_0187611082; Emi374|CAMPEP_0187609350; Emi374|CAMPEP_0187610652; Emi374|CAMPEP_0187579796; Emi379|CAMPEP_0187612876; Emi379|CAMPEP_0187622054; Emi379|CAMPEP_0187617140; Emi379|CAMPEP_0187624306; Emi379|CAMPEP_0187625672; Emi379|CAMPEP_0187624132; Emi379|CAMPEP_0187656896; Emi379|CAMPEP_0187656918; Emi379|CAMPEP_0187658438; Emi379|CAMPEP_0187656378; Emi379|CAMPEP_0187656862; Emi379|CAMPEP_0187657468; Emi379|CAMPEP_0187655008; Emi379|CAMPEP_0187656344; Emi379|CAMPEP_0187655344; Emi379|CAMPEP_0187658226; Emi379|CAMPEP_0187657396; Emi379|CAMPEP_0187656412; Emi379|CAMPEP_0187658260; Emi379|CAMPEP_0187658728; Emi379|CAMPEP_0187658730; Emi379|CAMPEP_0187642824; Emi379|CAMPEP_0187644320; Emi379|CAMPEP_0187628848; Emi379|CAMPEP_0187637734; Emi379|CAMPEP_0187637768; Emi379|CAMPEP_0187653490; Emi370|CAMPEP_0187733730; Emi370|CAMPEP_0187734104; Emi370|CAMPEP_0187729324; Emi370|CAMPEP_0187731002; Emi370|CAMPEP_0187736218; Emi370|CAMPEP_0187731842; Emi370|CAMPEP_0187734062; Emi370|CAMPEP_0187735678; Emi370|CAMPEP_0187729380; Emi370|CAMPEP_0187729724; Emi370|CAMPEP_0187730428; Emi370|CAMPEP_0187732786; Emi370|CAMPEP_0187666558; Emi370|CAMPEP_0187665028; Emi370|CAMPEP_0187663428; Emi370|CAMPEP_0187671258; Emi370|CAMPEP_0187686414; Emi370|CAMPEP_0187688758; Emi370|CAMPEP_0187675232; Emi370|CAMPEP_0187692758; Emi370|CAMPEP_0187684990; Emi370|CAMPEP_0187692888; Emi370|CAMPEP_0187695132; Emi370|CAMPEP_0187716812; Emi370|CAMPEP_0187701754; Emi370|CAMPEP_0187701208; Emi370|CAMPEP_0187701666; Emi370|CAMPEP_0187699750; Emi370|CAMPEP_0187700264; Emi370|CAMPEP_0187703422; Emi370|CAMPEP_0187702282; Emi219|CAMPEP_0187760316; Emi219|CAMPEP_0187760814; Emi219|CAMPEP_0187807078; Emi219|CAMPEP_0187797506; Emi219|CAMPEP_0187804054; Emi219|CAMPEP_0187801608; Emi219|CAMPEP_0187802530; Emi219|CAMPEP_0187806276; Emi219|CAMPEP_0187805480; Emi219|CAMPEP_0187806094; Emi219|CAMPEP_0187802206; Emi219|CAMPEP_0187802936; Emi219|CAMPEP_0187806822; Emi219|CAMPEP_0187804428; Emi219|CAMPEP_0187805722; Emi219|CAMPEP_0187807284; Emi219|CAMPEP_0187800614; Emi219|CAMPEP_0187802274; Emi219|CAMPEP_0187802716; Emi219|CAMPEP_0187804456; Emi219|CAMPEP_0187808000; Emi219|CAMPEP_0187806338; Emi219|CAMPEP_0187783374; Emi219|CAMPEP_0187769846; Emi219|CAMPEP_0187793462; Emi219|CAMPEP_0187770652; Emi219|CAMPEP_0187781986; Emi219|CAMPEP_0187774814; Emi219|CAMPEP_0187774818; Emi219|CAMPEP_0187779154; Emi219|CAMPEP_0187776718; Emi219|CAMPEP_0187791572; Emi219|CAMPEP_0187793490; Emi219|CAMPEP_0187755608; Emi219|CAMPEP_0187740042; Emi219|CAMPEP_0187741648; Emi219|CAMPEP_0187756850; Emi219|CAMPEP_0187737866; Emi219|CAMPEP_0187754886; Emi219|CAMPEP_0187739592; Emi219|CAMPEP_0187740404; Emihu1|239086; Emihu1|250373; Emihu1|118793; Emihu1|444606; Emihu1|253606; Emihu1|122810; Emihu1|121491; Emihu1|459945; Emihu1|110524; Emihu1|369539; Emihu1|215075; Emihu1|445249; Emihu1|470646; Emihu1|446264; Emihu1|367322; Emihu1|459859; Emihu1|218580; Emihu1|453350; Emihu1|445945; Emihu1|108081; Emihu1|120207; Emihu1|112908; Emihu1|119062; Emihu1|106684; Emihu1|117061; Emihu1|446005; Emihu1|235301; Emihu1|231037; Emihu1|241612; Emihu1|240703; Emihu1|106598; Emihu1|117743; Emihu1|221124; Emihu1|113385; Emihu1|468491; Emihu1|113897; Emihu1|200360; Emihu1|468827; Emihu1|456814; Emihu1|240384; Emihu1|106600; Emihu1|239307; Emihu1|237615; Emihu1|215094; Emihu1|114743; Emihu1|218600; Emihu1|438600; Emihu1|215098; Emihu1|466071; Emihu1|116291; Emihu1|200377; Emihu1|233421; Emihu1|99017; Emihu1|221326; Emihu1|469461; Emihu1|466036; Emihu1|231080; Emihu1|218624; Emihu1|196897; Emihu1|440691; Emihu1|215127; Emihu1|453848; Emihu1|366755; Emihu1|364651; Emihu1|226764; Emihu1|442023; Emihu1|461715; Emihu1|107093; Emihu1|107847; Emihu1|422778; Emihu1|215916; Emihu1|221039; Emihu1|108214; Emihu1|196951; Emihu1|106804; Emihu1|94794; Emihu1|222105; Emihu1|448489; Emihu1|210090; Emihu1|107867; Emihu1|196983; Emihu1|211817; Emihu1|107869; Emihu1|211284; Emihu1|215981; Emihu1|198445; Emihu1|220686; Emihu1|439976; Emihu1|221430; Emihu1|451815; Emihu1|101399; Emihu1|218768; Emihu1|464789; Emihu1|453153; Emihu1|202403; Emihu1|105472; Emihu1|211623; Emihu1|198499; Emihu1|100901; Emihu1|463700; Emihu1|197925; Emihu1|207102; Emihu1|461874; Emihu1|207811; Emihu1|100757; Emihu1|199605; Emihu1|448520; Emihu1|101732; Emihu1|101254; Emihu1|433028; Emihu1|462567; Emihu1|101278; Emihu1|198648; Emihu1|98575; Emihu1|198748; Emihu1|447812	0	0	0
Am38	OG1_5_3917	Emi374|CAMPEP_0187586910; Emi379|CAMPEP_0187616302; Emi370|CAMPEP_0187662738; Emi370|CAMPEP_0187675038; Emi219|CAMPEP_0187769942; Emihu1|468689	0	0	0
Am39	OG1_5_14114	Emi379|CAMPEP_0187642034; Emihu1|467854; Emihu1|421493	0	0	0
Am40	OG1_5_8459	Emi374|CAMPEP_0187589718; Emi379|CAMPEP_0187627858; Emi370|CAMPEP_0187732338; Emi219|CAMPEP_0187761352; Emihu1|466668	0	0	0
Am41	OG1_5_5936	Emi374|CAMPEP_0187589840; Emi379|CAMPEP_0187656172; Emi370|CAMPEP_0187693036; Emi219|CAMPEP_0187749136; Emihu1|212438	0	0	0
Am42	OG1_5_14766	Emi379|CAMPEP_0187638324; Emi219|CAMPEP_0187749780; Emihu1|460075	0	0	0
Am43	OG1_5_7678	Emi374|CAMPEP_0187601448; Emi379|CAMPEP_0187615950; Emi370|CAMPEP_0187681816; Emi219|CAMPEP_0187779930; Emihu1|439707	0	0	0
Am44	OG1_5_7190	Emi374|CAMPEP_0187590506; Emi379|CAMPEP_0187654114; Emi370|CAMPEP_0187688854; Emi219|CAMPEP_0187783832; Emihu1|417313	0	0	0
Am45	OG1_5_2851	Emi374|CAMPEP_0187583792; Emi374|CAMPEP_0187601772; Emi379|CAMPEP_0187638558; Emi370|CAMPEP_0187680286; Emi370|CAMPEP_0187677582; Emi219|CAMPEP_0187747896; Emihu1|426730	0	0	0
Am46	OG1_5_10777	Emi379|CAMPEP_0187631606; Emi370|CAMPEP_0187678612; Emi219|CAMPEP_0187752566; Emihu1|432606	0	0	0
Am47	OG1_5_2364	Emi374|CAMPEP_0187599666; Emi379|CAMPEP_0187622946; Emi379|CAMPEP_0187648368; Emi370|CAMPEP_0187698516; Emi219|CAMPEP_0187738826; Emihu1|457751; Emihu1|462667	0	0	0
Am48	OG1_5_13192	Emi379|CAMPEP_0187638204; Emi370|CAMPEP_0187661984; Emi219|CAMPEP_0187763590; Emihu1|104448	0	0	0
Am49	OG1_5_3425	Emi374|CAMPEP_0187583614; Emi379|CAMPEP_0187625146; Emi370|CAMPEP_0187730182; Emi219|CAMPEP_0187804910; Emihu1|74668; Emihu1|467888	0	0	0
Am50	OG1_5_8720	Emi374|CAMPEP_0187577460; Emi379|CAMPEP_0187645860; Emi370|CAMPEP_0187678964; Emi219|CAMPEP_0187763572; Emihu1|434520	0	0	0
Am51	OG1_5_8674	Emi374|CAMPEP_0187590464; Emi379|CAMPEP_0187646152; Emi370|CAMPEP_0187688112; Emi219|CAMPEP_0187762836; Emihu1|451704	0	0	0
Am52	OG1_5_1092	Emi374|CAMPEP_0187590940; Emi374|CAMPEP_0187581822; Emi379|CAMPEP_0187657954; Emi379|CAMPEP_0187630112; Emi379|CAMPEP_0187630270; Emi370|CAMPEP_0187736034; Emi370|CAMPEP_0187735784; Emi370|CAMPEP_0187679008; Emi370|CAMPEP_0187710590; Emi370|CAMPEP_0187710130; Emi370|CAMPEP_0187709388; Emi370|CAMPEP_0187719076; Emi370|CAMPEP_0187705724; Emi219|CAMPEP_0187763492; Emi219|CAMPEP_0187806584; Emi219|CAMPEP_0187783518; Emi219|CAMPEP_0187744066; Emihu1|421960	0	0	0
Am53	OG1_5_13494	Emi374|CAMPEP_0187583108; Emi379|CAMPEP_0187620306; Emi370|CAMPEP_0187728576; Emihu1|463702	0	0	0
Am54	OG1_5_7804	Emi374|CAMPEP_0187606602; Emi379|CAMPEP_0187628074; Emi370|CAMPEP_0187729510; Emi219|CAMPEP_0187768648; Emihu1|417393	0	0	0
Am55	OG1_5_7189	Emi374|CAMPEP_0187581624; Emi379|CAMPEP_0187615780; Emi370|CAMPEP_0187728456; Emi219|CAMPEP_0187783824; Emihu1|455965	0	0	0
Am56	OG1_5_6342	Emi374|CAMPEP_0187581008; Emi379|CAMPEP_0187620328; Emi370|CAMPEP_0187667000; Emi219|CAMPEP_0187798342; Emihu1|454560	0	0	0
Am57	OG1_5_6731	Emi374|CAMPEP_0187606770; Emi379|CAMPEP_0187649142; Emi370|CAMPEP_0187735846; Emi219|CAMPEP_0187794268; Emihu1|437487	0	0	0
Am58	OG1_5_2882	Emi374|CAMPEP_0187592900; Emi379|CAMPEP_0187615210; Emi370|CAMPEP_0187692548; Emi370|CAMPEP_0187719132; Emi219|CAMPEP_0187736486; Emihu1|365923; Emihu1|72853	0	0	0
Am59	OG1_5_3186	Emi374|CAMPEP_0187587216; Emi379|CAMPEP_0187625394; Emi370|CAMPEP_0187688564; Emi219|CAMPEP_0187743808; Emihu1|349043; Emihu1|363767	0	0	0
Am60	OG1_5_10880	Emi374|CAMPEP_0187584756; Emi379|CAMPEP_0187617272; Emi219|CAMPEP_0187738432; Emihu1|462938	0	0	0
Am61	OG1_5_3416	Emi374|CAMPEP_0187575560; Emi379|CAMPEP_0187616342; Emi370|CAMPEP_0187703550; Emi219|CAMPEP_0187779328; Emihu1|441448; Emihu1|465346	0	0	0
Am62	OG1_5_1242	Emi374|CAMPEP_0187606924; Emi374|CAMPEP_0187590476; Emi374|CAMPEP_0187579598; Emi379|CAMPEP_0187622818; Emi379|CAMPEP_0187646388; Emi370|CAMPEP_0187666656; Emi370|CAMPEP_0187681580; Emi219|CAMPEP_0187780344; Emi219|CAMPEP_0187740564; Emi219|CAMPEP_0187744306; Emihu1|452985; Emihu1|435273	0	0	0
Am63	OG1_5_3668	Emi374|CAMPEP_0187588136; Emi379|CAMPEP_0187641984; Emi370|CAMPEP_0187734636; Emi219|CAMPEP_0187779842; Emihu1|465676; Emihu1|415674	0	0	0
Am64	OG1_5_3596	Emi374|CAMPEP_0187607208; Emi379|CAMPEP_0187642570; Emi370|CAMPEP_0187683650; Emi219|CAMPEP_0187779420; Emihu1|429767; Emihu1|364663	0	0	0
Am65	OG1_5_1843	Emi374|CAMPEP_0187588294; Emi379|CAMPEP_0187631502; Emi370|CAMPEP_0187704276; Emi370|CAMPEP_0187722158; Emi219|CAMPEP_0187800728; Emi219|CAMPEP_0187785680; Emi219|CAMPEP_0187771038; Emihu1|468829	0	0	0
Am66	OG1_5_6583	Emi374|CAMPEP_0187574664; Emi379|CAMPEP_0187621902; Emi370|CAMPEP_0187680928; Emi219|CAMPEP_0187753592; Emihu1|97687	0	0	0
Am67	OG1_5_6239	Emi374|CAMPEP_0187578874; Emi379|CAMPEP_0187637370; Emi370|CAMPEP_0187719314; Emi219|CAMPEP_0187738796; Emihu1|456543	0	0	0
Am68	OG1_5_7788	Emi374|CAMPEP_0187607028; Emi379|CAMPEP_0187645846; Emi370|CAMPEP_0187704332; Emi219|CAMPEP_0187783962; Emihu1|414417	0	0	0
Am69	OG1_5_7870	Emi374|CAMPEP_0187583300; Emi379|CAMPEP_0187637720; Emi370|CAMPEP_0187713400; Emi219|CAMPEP_0187783972; Emihu1|70007	0	0	0
Am70	OG1_5_19929	Emihu1|246103; Emihu1|109612	0	0	0
Am71	OG1_5_5984	Emi374|CAMPEP_0187575370; Emi379|CAMPEP_0187612782; Emi370|CAMPEP_0187701190; Emi219|CAMPEP_0187738508; Emihu1|357433	0	0	0
Am72	OG1_5_7172	Emi374|CAMPEP_0187585714; Emi379|CAMPEP_0187658676; Emi370|CAMPEP_0187700884; Emi219|CAMPEP_0187742612; Emihu1|449277	0	0	0
Am73	OG1_5_35658	Emihu1|122172	0	0	0
Am74	OG1_5_4002	Emi374|CAMPEP_0187604182; Emi379|CAMPEP_0187657612; Emi370|CAMPEP_0187728240; Emi370|CAMPEP_0187704098; Emi219|CAMPEP_0187749062; Emihu1|460946	0	0	0
Am75	OG1_5_7293	Emi374|CAMPEP_0187581196; Emi379|CAMPEP_0187642360; Emi370|CAMPEP_0187665496; Emi219|CAMPEP_0187777132; Emihu1|461918	1	1	1
Am76	OG1_5_8016	Emi374|CAMPEP_0187588722; Emi379|CAMPEP_0187648790; Emi370|CAMPEP_0187666292; Emi219|CAMPEP_0187779626; Emihu1|438290	0	0	1
Am77	OG1_5_11710	Emi374|CAMPEP_0187599096; Emi370|CAMPEP_0187734648; Emi219|CAMPEP_0187770460; Emihu1|422537	1	0	0
Am78	OG1_5_1741	Emi374|CAMPEP_0187592384; Emi374|CAMPEP_0187605028; Emi374|CAMPEP_0187603706; Emi379|CAMPEP_0187626356; Emi370|CAMPEP_0187732006; Emi370|CAMPEP_0187680572; Emi219|CAMPEP_0187802382; Emihu1|413787; Emihu1|450115	1	0	1
Am79	OG1_5_10781	Emi374|CAMPEP_0187599076; Emi379|CAMPEP_0187613594; Emi370|CAMPEP_0187689492; Emihu1|437840	1	1	1
Am80	OG1_5_12973	Emi379|CAMPEP_0187626054; Emi370|CAMPEP_0187684376; Emi219|CAMPEP_0187765362; Emihu1|98406	0	0	0
Am81	OG1_5_7226	Emi374|CAMPEP_0187590168; Emi379|CAMPEP_0187624252; Emi370|CAMPEP_0187711618; Emi219|CAMPEP_0187779798; Emihu1|68131	1	0	1
Am82	OG1_5_7844	Emi374|CAMPEP_0187586478; Emi379|CAMPEP_0187657460; Emi370|CAMPEP_0187705436; Emi219|CAMPEP_0187779588; Emihu1|62327	0	0	0
Am83	OG1_5_39306	Emihu1|448960	0	0	0
Am84	OG1_5_22858	Emi219|CAMPEP_0187768838; Emihu1|420632	0	0	0
Am85	OG1_5_7725	Emi374|CAMPEP_0187592186; Emi379|CAMPEP_0187638102; Emi370|CAMPEP_0187678264; Emi219|CAMPEP_0187770194; Emihu1|418314	0	0	0
Am86	OG1_5_10704	Emi374|CAMPEP_0187587888; Emi370|CAMPEP_0187678080; Emi219|CAMPEP_0187754062; Emihu1|416626	0	0	0
Am87	OG1_5_7109	Emi374|CAMPEP_0187611852; Emi379|CAMPEP_0187637718; Emi370|CAMPEP_0187660356; Emi219|CAMPEP_0187742512; Emihu1|55024	0	0	0
Am88	OG1_5_7927	Emi374|CAMPEP_0187608840; Emi379|CAMPEP_0187636738; Emi370|CAMPEP_0187660406; Emi219|CAMPEP_0187778532; Emihu1|434425	0	0	0
Am89	OG1_5_8586	Emi374|CAMPEP_0187587384; Emi379|CAMPEP_0187622776; Emi370|CAMPEP_0187689036; Emi219|CAMPEP_0187762262; Emihu1|420567	0	0	0
Am90	OG1_5_2996	Emi374|CAMPEP_0187579134; Emi379|CAMPEP_0187618996; Emi370|CAMPEP_0187703302; Emi219|CAMPEP_0187772070; Emi219|CAMPEP_0187753674; Emihu1|465191	0	0	0
Am91	OG1_5_8248	Emi374|CAMPEP_0187589562; Emi379|CAMPEP_0187642540; Emi370|CAMPEP_0187705588; Emi219|CAMPEP_0187747778; Emihu1|69405	0	0	0
Am92	OG1_5_6157	Emi374|CAMPEP_0187603102; Emi379|CAMPEP_0187648918; Emi370|CAMPEP_0187722724; Emi219|CAMPEP_0187794374; Emihu1|461445	0	0	0
Am93	OG1_5_7114	Emi374|CAMPEP_0187591782; Emi379|CAMPEP_0187615046; Emi370|CAMPEP_0187693472; Emi219|CAMPEP_0187742990; Emihu1|231986	0	0	0
Am94	OG1_5_20002	Emihu1|470913; Emihu1|452207	1	1	1
Am95	OG1_5_8054	Emi374|CAMPEP_0187581816; Emi379|CAMPEP_0187621416; Emi370|CAMPEP_0187692184; Emi219|CAMPEP_0187770662; Emihu1|453525	1	1	1
Nu0	OG1_5_39003	Emihu1|442715	1	0	1
Nu1	OG1_5_8806	Emi374|CAMPEP_0187603562; Emi379|CAMPEP_0187638886; Emi370|CAMPEP_0187728464; Emi219|CAMPEP_0187765678; Emihu1|439540	0	0	0
Nu2	OG1_5_1319	Emi374|CAMPEP_0187607342; Emi374|CAMPEP_0187581358; Emi379|CAMPEP_0187616780; Emi379|CAMPEP_0187649360; Emi370|CAMPEP_0187665222; Emi370|CAMPEP_0187697030; Emi370|CAMPEP_0187718810; Emi219|CAMPEP_0187780020; Emi219|CAMPEP_0187768716; Emihu1|437166; Emihu1|438642	1	1	1
Nu3	OG1_5_6844	Emi374|CAMPEP_0187590510; Emi379|CAMPEP_0187617058; Emi370|CAMPEP_0187726154; Emi219|CAMPEP_0187750700; Emihu1|424199	0	0	0
Nu4	OG1_5_7835	Emi374|CAMPEP_0187606890; Emi379|CAMPEP_0187645706; Emi370|CAMPEP_0187677610; Emi219|CAMPEP_0187778868; Emihu1|65821	0	0	0
Nu5	OG1_5_13232	Emi379|CAMPEP_0187628462; Emi370|CAMPEP_0187696330; Emi219|CAMPEP_0187764802; Emihu1|200064	0	0	0
Nu6	OG1_5_14248	Emi379|CAMPEP_0187654922; Emihu1|421791; Emihu1|420443	0	0	0
Nu7	OG1_5_7142	Emi374|CAMPEP_0187612094; Emi379|CAMPEP_0187638818; Emi370|CAMPEP_0187701712; Emi219|CAMPEP_0187773488; Emihu1|463753	0	0	0
Nu8	OG1_5_1923	Emi374|CAMPEP_0187589556; Emi379|CAMPEP_0187628664; Emi370|CAMPEP_0187689192; Emi219|CAMPEP_0187743498; Emihu1|469173; Emihu1|50708; Emihu1|109218; Emihu1|461094	0	0	0
Nu9	OG1_5_3096	Emi374|CAMPEP_0187589980; Emi379|CAMPEP_0187617302; Emi370|CAMPEP_0187665812; Emi219|CAMPEP_0187773800; Emi219|CAMPEP_0187791936; Emihu1|432393	0	0	0
Nu10	OG1_5_2168	Emi374|CAMPEP_0187606292; Emi379|CAMPEP_0187614016; Emi370|CAMPEP_0187734460; Emi219|CAMPEP_0187804050; Emi219|CAMPEP_0187801014; Emi219|CAMPEP_0187775462; Emihu1|420435	0	0	0
Nu11	OG1_5_1098	Emi374|CAMPEP_0187586378; Emi374|CAMPEP_0187611628; Emi379|CAMPEP_0187623996; Emi370|CAMPEP_0187665132; Emi370|CAMPEP_0187694514; Emi370|CAMPEP_0187721526; Emi370|CAMPEP_0187722142; Emi370|CAMPEP_0187722806; Emi219|CAMPEP_0187802600; Emi219|CAMPEP_0187785346; Emi219|CAMPEP_0187782732; Emi219|CAMPEP_0187794538; Emi219|CAMPEP_0187744646; Emihu1|117742; Emihu1|116490; Emihu1|231423; Emihu1|466248	0	0	0
Nu12	OG1_5_9891	Emi374|CAMPEP_0187582384; Emi379|CAMPEP_0187645334; Emi219|CAMPEP_0187737882; Emihu1|365588	0	0	0
Nu13	OG1_5_10020	Emi379|CAMPEP_0187631442; Emi370|CAMPEP_0187704652; Emi219|CAMPEP_0187749578; Emihu1|451816	0	0	0
Nu14	OG1_5_2606	Emi374|CAMPEP_0187577970; Emi374|CAMPEP_0187578418; Emi379|CAMPEP_0187629616; Emi370|CAMPEP_0187727640; Emi370|CAMPEP_0187711462; Emi219|CAMPEP_0187744204; Emihu1|444262	0	0	0
Nu15	OG1_5_4540	Emi374|CAMPEP_0187584334; Emi379|CAMPEP_0187627184; Emi370|CAMPEP_0187670886; Emi219|CAMPEP_0187736828; Emihu1|470643; Emihu1|456050	0	0	0
Nu16	OG1_5_6324	Emi374|CAMPEP_0187588216; Emi379|CAMPEP_0187639774; Emi370|CAMPEP_0187730738; Emi219|CAMPEP_0187792358; Emihu1|455543	0	0	0
Nu17	OG1_5_10007	Emi374|CAMPEP_0187597060; Emi370|CAMPEP_0187693074; Emi219|CAMPEP_0187748796; Emihu1|317236	0	0	0
Nu18	OG1_5_1732	Emi374|CAMPEP_0187593466; Emi374|CAMPEP_0187609668; Emi379|CAMPEP_0187613088; Emi370|CAMPEP_0187682208; Emi370|CAMPEP_0187716158; Emi370|CAMPEP_0187700188; Emi219|CAMPEP_0187745932; Emihu1|66965; Emihu1|453200	0	0	0
Nu19	OG1_5_2699	Emi374|CAMPEP_0187609496; Emi379|CAMPEP_0187641974; Emi379|CAMPEP_0187630880; Emi370|CAMPEP_0187694032; Emi219|CAMPEP_0187744394; Emihu1|449934; Emihu1|204139	0	0	0
Nu20	OG1_5_2501	Emi374|CAMPEP_0187610488; Emi379|CAMPEP_0187649102; Emi370|CAMPEP_0187660818; Emi219|CAMPEP_0187779706; Emihu1|459151; Emihu1|452733; Emihu1|41869	0	0	0
Nu21	OG1_5_1377	Emi374|CAMPEP_0187592412; Emi374|CAMPEP_0187587944; Emi374|CAMPEP_0187611182; Emi379|CAMPEP_0187656800; Emi379|CAMPEP_0187630290; Emi370|CAMPEP_0187679198; Emi370|CAMPEP_0187700048; Emi219|CAMPEP_0187779470; Emi219|CAMPEP_0187744132; Emihu1|429528; Emihu1|433816	0	0	0
Nu22	OG1_5_8772	Emi374|CAMPEP_0187586264; Emi379|CAMPEP_0187615258; Emi370|CAMPEP_0187689154; Emi219|CAMPEP_0187763314; Emihu1|79644	0	0	0
Nu23	OG1_5_6970	Emi374|CAMPEP_0187589378; Emi379|CAMPEP_0187646068; Emi370|CAMPEP_0187678956; Emi219|CAMPEP_0187753176; Emihu1|458298	0	0	0
Nu24	OG1_5_6860	Emi374|CAMPEP_0187596730; Emi379|CAMPEP_0187622668; Emi370|CAMPEP_0187661946; Emi219|CAMPEP_0187754422; Emihu1|448031	0	0	0
Nu25	OG1_5_6024	Emi374|CAMPEP_0187588014; Emi379|CAMPEP_0187642506; Emi370|CAMPEP_0187679208; Emi219|CAMPEP_0187751950; Emihu1|454744	1	1	1
Nu26	OG1_5_3308	Emi374|CAMPEP_0187589992; Emi379|CAMPEP_0187626212; Emi370|CAMPEP_0187667704; Emi219|CAMPEP_0187794228; Emihu1|465509; Emihu1|71074	0	0	0
Nu27	OG1_5_8497	Emi374|CAMPEP_0187581504; Emi379|CAMPEP_0187653600; Emi370|CAMPEP_0187659406; Emi219|CAMPEP_0187761364; Emihu1|464234	1	0	0
Nu28	OG1_5_8741	Emi374|CAMPEP_0187582712; Emi379|CAMPEP_0187657374; Emi370|CAMPEP_0187689102; Emi219|CAMPEP_0187762880; Emihu1|429140	0	0	0
Nu29	OG1_5_5105	Emi374|CAMPEP_0187606686; Emi379|CAMPEP_0187626284; Emi219|CAMPEP_0187758198; Emihu1|444955; Emihu1|444171	0	0	0
Nu30	OG1_5_4851	Emi374|CAMPEP_0187591614; Emi379|CAMPEP_0187638152; Emi219|CAMPEP_0187801270; Emi219|CAMPEP_0187771092; Emihu1|435744	0	0	0
Nu31	OG1_5_3744	Emi374|CAMPEP_0187579700; Emi379|CAMPEP_0187612364; Emi370|CAMPEP_0187693950; Emi219|CAMPEP_0187771536; Emihu1|455883; Emihu1|450639	1	1	1
Nu32	OG1_5_37130	Emihu1|431101	0	0	0
Nu33	OG1_5_7777	Emi374|CAMPEP_0187609830; Emi379|CAMPEP_0187658584; Emi370|CAMPEP_0187679394; Emi219|CAMPEP_0187744458; Emihu1|421581	0	0	0
Nu34	OG1_5_3285	Emi374|CAMPEP_0187610220; Emi379|CAMPEP_0187626304; Emi370|CAMPEP_0187692936; Emi219|CAMPEP_0187753818; Emihu1|54112; Emihu1|54267	0	0	0
Nu35	OG1_5_3923	Emi374|CAMPEP_0187579220; Emi379|CAMPEP_0187629580; Emi370|CAMPEP_0187703980; Emi219|CAMPEP_0187773476; Emihu1|457202; Emihu1|447877	0	0	0
Nu36	OG1_5_5752	Emi374|CAMPEP_0187588640; Emi379|CAMPEP_0187653904; Emi370|CAMPEP_0187663456; Emi219|CAMPEP_0187786806; Emihu1|369425	1	1	1
Nu37	OG1_5_19008	Emi379|CAMPEP_0187632340; Emi370|CAMPEP_0187680120; Emihu1|57555	0	0	0
Nu38	OG1_5_8685	Emi374|CAMPEP_0187587900; Emi379|CAMPEP_0187648954; Emi370|CAMPEP_0187676938; Emi219|CAMPEP_0187763426; Emihu1|423817	1	1	1
Nu39	OG1_5_18317	Emi379|CAMPEP_0187649734; Emi219|CAMPEP_0187763234; Emihu1|463064	0	0	0
Nu40	OG1_5_5983	Emi374|CAMPEP_0187579380; Emi379|CAMPEP_0187629168; Emi370|CAMPEP_0187720904; Emi219|CAMPEP_0187795332; Emihu1|447879	0	0	0
Nu41	OG1_5_11431	Emi374|CAMPEP_0187594360; Emi379|CAMPEP_0187616788; Emi219|CAMPEP_0187743304; Emihu1|442264	1	1	1
Nu42	OG1_5_11954	Emi374|CAMPEP_0187589780; Emi370|CAMPEP_0187666246; Emi219|CAMPEP_0187743222; Emihu1|453099	0	0	0
Nu43	OG1_5_3417	Emi374|CAMPEP_0187605390; Emi379|CAMPEP_0187643948; Emi370|CAMPEP_0187693698; Emi219|CAMPEP_0187757494; Emihu1|244338; Emihu1|232505	0	0	0
Nu44	OG1_5_4499	Emi374|CAMPEP_0187589326; Emi379|CAMPEP_0187646492; Emi370|CAMPEP_0187685994; Emi219|CAMPEP_0187785726; Emi219|CAMPEP_0187768480; Emihu1|60978	0	0	0
Nu45	OG1_5_2972	Emi374|CAMPEP_0187587158; Emi379|CAMPEP_0187657110; Emi370|CAMPEP_0187729644; Emi219|CAMPEP_0187794038; Emi219|CAMPEP_0187757870; Emihu1|455385	0	0	0
Nu46	OG1_5_7152	Emi374|CAMPEP_0187589190; Emi379|CAMPEP_0187620902; Emi370|CAMPEP_0187719044; Emi219|CAMPEP_0187778678; Emihu1|99818	0	0	0
Nu47	OG1_5_4084	Emi374|CAMPEP_0187606740; Emi379|CAMPEP_0187635296; Emi370|CAMPEP_0187675348; Emi370|CAMPEP_0187718126; Emi219|CAMPEP_0187768388; Emihu1|434127	1	0	1
